Ruta,Origen,Destino,route_length,route_time,rain_length,heat_length,wind_length,rh_length,,
"[261190078, 261210241, 261268724, 261308460, 261222239, 266720647, 266720648, 266720661, 266720663, 266720675, 266720676, 266720691, 289549832, 261201034, 105254030, 261176983, 289549887, 289549891, 289549901, 289550181, 289549956, 316328770, 316329732, 316328746, 1369108730, 316328403, 316328460, 289550183, 256170572, 460465335, 460466418, 1369108736, 460467901, 460478911, 460469545, 460478074, 256170580, 261233643, 261145150, 261227537, 261253128, 261141684, 261191268, 261193479, 261236570, 261147099, 315576439, 261142610, 261203104, 261253127, 261209725, 261209703, 261253119, 8989219401, 261147723, 261216023, 261253115, 261253113, 261253111, 261146928, 261207125, 261245272, 261202149, 261119877, 261253109, 261253108, 261253107, 261215897, 261163697, 261252072, 261198421, 261253106, 261220907, 261162890, 261248469, 261253104, 261143315, 5970470862, 5970485326, 5970469766, 5970469770, 5970469768, 5970469769]",261190078,5970469769,10388,839,944,249167170,4359081,75919666,20250820,t00z
"[261132201, 261132220, 261141638, 261141637, 6877560033, 263985422, 307943367, 306057289, 306057301, 4332490274, 12237090031, 1475142953, 1475142967, 1475142963, 1475142950, 1475142964, 1475142956, 1475142965, 1475142942, 1475142961, 4081947054, 1475142955, 1475142945, 1475142977, 1475142960, 1475142943, 1475142944, 1475142976, 1475142954, 1475142971, 1475142958, 263372990, 256170556, 9194526725, 263372855, 263372613, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261250133, 261250131, 261250129, 261198391, 261137236, 261250123, 261250121, 733198094, 261221010, 261230294, 261250117, 261250113, 261143260, 5970470853, 5970470851, 5970470845, 5970470844]",261132201,5970470844,12019,955,1488,283544740,5430378,86366622,20250820,t00z
"[261268569, 310336913, 310336917, 310336918, 310336919, 310336954, 310336971, 310336998, 256170778, 256170712, 261125677, 261160027, 261156223, 256170711, 261311246, 289549880, 105254030, 261308456, 287487748, 287487813, 256170709, 256170708, 261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 8815131638, 709361059, 256613299, 256612740, 7015619011, 27440209, 27440253, 27440211, 27440212, 27440213, 27440214, 27440215, 27440217]",261268569,27440217,18051,965,2787,286757668,5574262,87212260,20250820,t00z
"[263985434, 158730531, 263985433, 306047304, 306047305, 306047306, 306047307, 306047308, 10058337707, 306047309, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 13032331591, 13032366949, 13032331588, 13032366990, 13032331594, 13032331595, 13032331597, 9506327662, 13032367084, 13032367094, 13032367109, 13032367127, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261163479, 261163658, 3224387928, 261163659, 261163660, 261123897, 261163661, 261163662, 261157761, 261163663, 261163664, 261163665, 261118578, 261163666, 261163668, 261163669, 261163670, 261163671, 261250133, 261250131, 261250129]",263985434,261250129,10965,835,3204,248023866,4657279,75617396,20250820,t00z
"[257157069, 286900099, 257173249, 257110950, 2869202036, 26794602, 2869210430, 26794585, 26794629, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 309802308, 2480840766, 2401539881, 2480840763, 5891205778, 5891205999, 12177603203, 12177263316, 5891205992, 5891205773, 9234140510, 5891205771, 5891205768, 263351194, 13115829501, 263353496, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 9223647332, 418158482, 418158481, 418158480, 418158479, 2607288792, 736014594, 736014597, 261143294, 261282591, 261132804, 4403665401, 4403665402, 261132807, 261151963, 261197749]",257157069,261197749,11166,803,1099,238606820,4671418,72373905,20250820,t00z
"[261115429, 289550181, 289549956, 316329708, 289549940, 316329711, 316160693, 261194278, 316160718, 261194276, 316319220, 316325936, 316309303, 157719711, 369630919, 9159603376, 369630920, 261194267, 369630921, 369630931, 369630968, 369631002, 369631021, 369631024, 369631051, 409178838, 11330287170, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 345389426, 344250479, 344250481, 11837780895, 344250484, 262367828, 344250624, 5891694372, 5891694373, 5891694368, 5891694365, 5891694364, 5891694359, 5891694356, 5891694353, 314768945, 4741911430, 262367729, 262367725, 5891694338, 314768946, 354053082, 354053085, 261114939, 261114937, 261114936, 261114935]",261115429,261114935,13578,749,1629,222392170,4304492,67720586,20250820,t00z
"[26699799, 26699807, 287237176, 287236713, 287237987, 287237906, 1272698314, 287238171, 709393174, 287238679, 709393026, 709393011, 709393336, 257957641, 257957640, 257957639, 310697817, 619626336, 619626337, 296374736]",26699799,296374736,13917,596,2258,177123214,3399010,53846564,20250820,t00z
"[305912687, 305912646, 305912690, 305912057, 261185535, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261163672, 261163673, 261163674, 261163675, 261163676, 261163677, 261163678, 261163679]",305912687,261163679,8489,677,677,201160005,3841300,61240427,20250820,t00z
"[261250338, 261230020, 261158133, 261147362, 261250342, 261343866, 261233969, 261224600, 261343589, 261343596, 261298526, 261298552, 261280422, 365457025, 2168616088, 2168616103, 261299414, 365453420, 365453339, 365453626, 266716480, 26699785, 266716491, 288470605, 26699799, 26699807, 26703423, 310319149, 26703426, 261212957, 369631051, 409178838, 261160354, 261160352, 261160351, 261250167, 261250165, 261181609, 261250163, 158736266, 1286987023, 261250159, 261178084, 425580769, 261199734, 261139204, 261139259, 256171155, 318028685, 313441135, 256171157, 256171159, 261250154, 261145124, 261200366, 4083416912, 261223364, 367756530, 5586599461, 261191256, 256171163, 367756255, 4081947278, 261142609, 261142679, 4081947219, 261250102, 261250100, 261149697, 261250098, 4081947225, 261209740, 261250094, 3655147966, 13032428327, 261215999, 261250147, 261250144, 261250140, 5587068531, 261146874, 261207103, 261202213, 261250137, 261250135, 261163671, 261250133, 261250131, 261250129, 261198391, 261137236, 261250123, 261250121, 733198094, 261221010, 9924006959, 261221008, 261221007, 261221005, 261222194, 1311284988]",261250338,1311284988,14809,1016,1205,301778708,5772067,91956100,20250820,t00z
"[153011804, 2758167240, 263985445, 263985435, 263985434, 158730531, 263985433, 306047304, 306047305, 306047306, 306047307, 306047308, 10058337707, 306047309, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 734844567, 260098499, 260098503, 260098507, 9234195286, 35034247, 5455496008, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 8815131638, 709361059, 256613299, 256612740, 7015619011, 27440209, 27440253, 27440211, 27440212, 27440213, 27440214, 27440215, 27440217, 261154311, 27440223, 27440222, 27440221, 27440220, 27440219, 27440218]",153011804,27440218,13129,812,2635,241324461,4755599,73178519,20250820,t00z
"[256170712, 261125677, 261160027, 261156223, 256170711, 261311246, 289549880, 105254030, 261308456, 287487748, 287487813, 256170709, 256170708, 261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 9223647332, 418158482, 418158481, 418158480, 418158479, 2607288792, 736014594, 736014597, 261143294, 261143292, 3772730265]",256170712,3772730265,14964,790,1577,234761394,4671226,71311036,20250820,t00z
"[4081947037, 305911078, 305911015, 305910921, 305910915, 305910909, 305910904, 305910829, 305910893, 305910891, 4081947333, 4081947334, 256170703, 306083048, 261250179, 306084604, 306084612, 256170556, 263372924, 11330287170, 409178838, 369631051, 369631024, 369631021, 369631002, 369630968, 369630931, 369630921, 261194267, 369630920, 9159603376, 369630919, 157719711, 316309147, 365061608, 12379462011, 12379462006, 316319260, 316324910, 316325745, 316325766, 316325886, 256170566, 317747338, 317747461, 316328114, 317749784, 317749777, 317750132, 317749680, 317750090, 157719704, 348167529, 845883305, 12379450100, 348167785, 348167897, 348168258, 348168276, 12379405633, 348168287, 294178233, 440907217, 440907340, 440907517, 12379405627, 12379405626, 12379405621, 440907587, 440912017, 157738013, 845883350, 4335994222, 12379405620, 4335994221, 440911721, 845883405, 315399580, 12379405612, 294178151, 315399721, 315399785, 12488799120, 294177965, 315398303, 315398373, 315398374, 294177835, 845887255, 4332497521, 294177760, 294177671, 294177641, 294177583, 294177629, 294177430, 10976515169, 368016410, 314782297, 157737999, 314782345, 314782378, 261207114, 364998447, 364998429, 261119844, 261259456, 364998390, 6489536423, 364998375, 364998372, 364999232, 1369171980, 12488799128, 261259450, 261198410, 261258132, 261137218, 5405774428, 261259448, 551436855, 551436826, 261221018, 551436882, 551437001, 551437316, 551437163, 737123209, 5970470817, 5970470811, 5970470809, 5970470805, 5970470799, 5970470794, 5970470789, 5970470786, 5970469778, 5970469777, 5970469774, 5970469772, 5970469773, 5970469775]",4081947037,5970469775,13153,998,1058,296516377,5447515,90269549,20250820,t00z
"[26794589, 2869210430, 26794585, 26794629, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 308441268, 308441301, 263360946, 308441614, 102708213, 11332654574, 35034250, 263985312, 250755958, 35034253, 261088991, 261244379, 261264689, 261264571, 261295956, 263903416, 261222114, 261295952, 261295950, 261258794, 261295947, 13023053548, 9194897457, 13023053547, 261222751, 261295945, 369872255, 4255766658, 1764470748, 1764470751, 1764470740, 1764470743, 469196393, 261275859, 346052327, 346052328, 261245317, 48989843, 261119850, 48989844, 365019669, 365019673, 261215887, 261163628, 261199536, 261199531, 261252020, 261295935, 261198402, 261258139, 258965768, 261265781, 9223647400, 9223647403, 261252876]",26794589,261252876,8938,705,2962,209435986,4101609,63693138,20250820,t00z
"[305910891, 4081947333, 4081947334, 256170703, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 9223647332, 418158482, 418158481, 261248448, 261248452, 261227310, 5892613806, 261207553, 5892613805, 261281963, 261114920]",305910891,261114920,12172,638,1283,189721046,3708308,57537213,20250820,t00z
"[257168210, 257168173, 257168816, 257168831, 257168963, 257110949, 257173292, 2447758381, 257110950, 2869202036, 26794602, 2869210430, 26794585, 26794629, 26794549, 1439714778, 26794627, 26794550, 26808648, 26794555, 26794556, 306045086, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 13032331591, 13032366949, 13032331588, 13032366990, 13032331594, 13032331595, 13032331597, 9506327662, 13032367084, 13032367094, 13032367109, 13032367127, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261163479, 261163658, 3224387928, 261163659, 261163660, 261123897, 261163661, 261163662, 261157761, 261163663, 261163664, 261163665, 261118578, 261163666, 261252042, 261198388, 261137232, 261137233, 261137234, 261137235, 261346422]",257168210,261346422,14030,1086,3317,322548112,6096707,98356852,20250820,t00z
"[264415114, 26794603, 26794604, 26794572, 306045440, 306045623, 306045438, 306045652, 306045708, 1299650218, 306045111, 26794558, 7614087407, 307940196, 307940263, 307940002, 307939992, 307940501, 307940558, 10877155428, 4387385663, 1687394919, 261178063, 263899057, 261139233, 10017690097, 262072018, 262072038, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 309802308, 2480840766, 2401539881, 2480840763, 5891205778, 5891205999, 12177603203, 12177263316, 5891205992, 5891205773, 9234140510, 5891205771, 5891205768, 5891282452, 5891282467, 3211342638, 261304109, 48990563, 369873732, 261304107, 261304105, 369874525, 369874526, 261193492, 5891694376, 5891694373, 5891694368, 5891694365, 5891694364, 5891694359, 5891694356, 5891694353, 314768945, 4741911430, 262367729, 262367725, 5891694338, 5891694334, 261252018]",264415114,261252018,8138,662,1384,196754733,3660056,60045203,20250820,t00z
"[261210827, 261268622, 261325826, 12237090031, 12237090032, 4332490274, 306057301, 306057289, 261293487, 261286559, 261181657, 307942323, 261139115, 261303067, 261224591, 308435977, 261185505, 261185504, 261185503, 261185502, 261185500, 261145281, 261185499, 261141655, 261132280, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 261129951, 261135325]",261210827,261135325,8435,669,3698,198734346,3892439,60486927,20250820,t00z
"[287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 8815131638, 709361059, 256613299, 256612740, 7015619011, 27440209, 27440253, 27440211, 27440212, 27440213, 27440214, 27440215, 27440217, 261154311, 27440223, 27440222, 27440221, 27440220, 27440219, 27440218, 33718417]",287486474,33718417,15638,770,2446,228702888,4480726,69336993,20250820,t00z
"[261268633, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 287262182, 35313343, 288070450]",261268633,288070450,11709,536,2169,159447227,3009554,48476806,20250820,t00z
"[26808042, 6235086156, 261180500, 261210059, 261210058, 26794546, 262227414, 28357795, 2447758369, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 309802308, 2480840766, 2401539881, 2480840763, 5891205778, 5891205999, 12177603203, 12177263316, 5891205992, 5891205773, 9234140510, 5891205771, 5891205768, 263351194, 13115829501, 263353496, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 261306283, 261198375, 261258120, 262348632, 261265762, 7202276899, 261346068, 261264129, 261252848, 261248435, 258956097, 410791918, 418155586, 410791905, 261143286, 261209662, 5970344154, 261239963, 261239964, 1884455275]",26808042,1884455275,10021,728,1020,216406999,4227466,65612570,20250820,t00z
"[256170765, 310337391, 266720632, 266720640, 105254026, 266720646, 305906681, 305906582, 305906578, 288471023, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26699807, 26703423, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 261295735, 3325567214, 3882721331, 261188761, 261285637, 261201145]",256170765,261201145,14757,860,3215,255351383,5146695,77588914,20250820,t00z
"[261270090, 4081947334, 256170703, 306083048, 261250179, 306084604, 306084612, 256170556, 9194526725, 263372855, 263372613, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 287237987, 287237906, 1272698314, 287238171, 709393174, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 287261643, 258032862]",261270090,258032862,12373,587,2220,174553788,3305567,53088502,20250820,t00z
"[257168646, 1316173488, 1370022157, 257168818, 26794613, 26794608, 257168965, 26794605, 28357781, 2447758377, 26794602, 2869210430, 26794585, 26794629, 26794549, 1439714778, 26794627, 26794550, 26808648, 26794555, 26794556, 306045086, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 13032331591, 13032366949, 13032331588, 13032366990, 13032331594, 13032331595, 13032331597, 9506327662, 13032367084, 13032367094, 13032367109, 13032367127, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261163479, 261163658, 3224387928, 261163659, 261163660, 261123897, 261163661, 261163662, 261157761, 261163663, 261200659, 261198385, 261198386, 261198387, 261118576]",257168646,261118576,12833,986,3217,293060829,5541986,89380809,20250820,t00z
"[12191241534, 257372153, 257372943, 26794571, 26794545, 12244867881, 262227826, 26794546, 262227414, 28357795, 2447758369, 26794549, 250278876, 262227313, 307937787, 4387385670, 308430986, 263901688, 250278879, 308430985, 308430981, 2662779626, 26817980, 308441090, 308441085, 308441076, 308441105, 308441083, 250278943, 309802308, 2480840766, 2401539881, 2480840763, 5891205778, 5891205999, 12177603203, 12177263316, 5891205992, 5891205773, 9234140510, 5891205771, 5891205768, 263351194, 13115829501, 263353496, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 25779173, 25779174, 4503178589, 4503178601, 709393461, 287261388, 258023775, 25779189, 10273279149, 287261610, 12064652336, 10273279150, 1105813012, 5967446823, 5967446812, 11943751614, 11943751618, 1937532132, 708281420, 345098144, 345098154, 345098319, 26218622, 345098472, 345098565, 345098621, 26218631, 737087309, 261169967, 261169959, 261169954, 261169952, 261154167, 261116791, 261154168, 261199670, 261199669, 261199668]",12191241534,261199668,17637,1030,1327,306128804,6041844,92715872,20250820,t00z
"[257168963, 257110949, 257173292, 2447758381, 257110950, 2869202036, 26794602, 2869210430, 26794585, 26794629, 26794549, 1439714778, 26794627, 26794550, 26808648, 26794555, 26794556, 306045086, 26794558, 12244807466, 12244807465, 12244807464, 12244807431, 12244807428, 7413126429, 7413126428, 307940891, 307940886, 307940846, 11337127508, 307940832, 6969680327, 6969680316, 308435154, 7784238155, 9345003375, 12228522724, 7784238135, 7784238150, 7784238136, 7784238137, 7784238088, 7784238097, 7784238085, 7784238101, 7784238109, 263399268, 12228487119, 12228487117, 734844578, 366310702, 366310125, 296373826, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 13032331591, 13032366949, 13032331588, 13032366990, 13032331594, 13032331595, 13032331597, 9506327662, 13032367084, 13032367094, 13032367109, 13032367127, 13032366904, 13032367130, 261114521, 1346008492, 4332627045, 261207092, 261245294, 261202194, 261119848, 261336479, 2470391253, 261163657, 261252030, 261198380, 408447506, 261222791, 261092571, 261252885, 261248405, 261281946]",257168963,261281946,12373,948,3179,281718460,5327436,85930702,20250820,t00z
"[261151550, 261151549, 305912684, 305912683, 305912682, 305912657, 306085157, 12236460013, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 862995681, 862995682, 862995683, 315402702, 261198987, 261141988, 261141989, 261141990]",261151550,261141990,13602,826,2980,245309496,4919174,74460950,20250820,t00z
"[261262784, 261255915, 261163486, 261270084, 256170700, 261254725, 261268629, 261180497, 261325828, 1475142956, 306056276, 261293495, 261286567, 261181663, 4081947070, 4081947072, 261159125, 261159119, 261185513, 308436765, 261139117, 261185512, 261187496, 289550451, 261269662, 261269660, 261098881, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261220989, 261132180, 261220992, 261220993, 261115577, 261115576, 261115574, 261143243, 261198988]",261262784,261198988,11154,819,3412,243360244,4849603,73959522,20250820,t00z
"[261125685, 365455010, 256170765, 310337391, 266720632, 266720640, 105254026, 266720646, 305906681, 305906582, 305906578, 288471023, 256170760, 288470906, 10278623786, 12459407682, 12236479205, 261160337, 256170759, 26699799, 26699807, 26703423, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 260098503, 260098507, 260098559, 296373587, 48991450, 8725822327, 296370790, 1594888735, 296370420, 296370597, 296369597, 296370896, 296370957, 296371089, 4255701177, 296371182, 296371197, 296371331, 377189560, 377189436, 369872302, 261170559, 261170558, 43510493, 2424399938, 261170556, 261170554, 43513140, 369882174, 258967486, 917879910, 918512685, 354053097, 346054074, 261170547, 4909750702, 261119854, 261170545, 261170544, 261170543, 261170542, 261163631, 261170541, 261170540, 261170539, 261170538, 261170537, 261170535, 9223647485, 9223647487, 9223647482, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261170716, 862995681, 862995682, 862995683, 315402702, 261198987, 261141988]",261125685,261141988,15356,908,3273,269607388,5448057,81918817,20250820,t00z
"[261268561, 261268559, 261254767, 256170778, 256170712, 261125677, 261160027, 261156223, 256170711, 261311246, 289549880, 105254030, 261308456, 287487748, 287487813, 256170709, 256170708, 261295044, 287486474, 287486493, 287486475, 256170706, 7786136948, 7786136953, 369630790, 266649142, 310319149, 26703426, 9194526721, 26703434, 26703435, 26703510, 26703625, 26703636, 287237745, 26703638, 8499816162, 26703640, 26703646, 26703648, 26703650, 26704169, 2998824568, 250755950, 26703907, 2998820403, 26703916, 26703891, 25779161, 739968328, 309816217, 261102963, 261252008, 261324395, 418158489, 418158488, 418158486, 418158485, 418158483, 261186115, 261183554, 261265772, 261265774, 4334524495, 261265775, 261207548, 4334524493]",261268561,4334524493,15215,816,1630,242487476,4808704,73727197,20250820,t00z
